audienceScore,audienceScore_sentiment,criticsScore,criticsScore_certifiedAttribute,criticsScore_sentiment,lower_title,original_release_year,title
85,positive,84,True,positive,deadpool2,2018,Deadpool 2
61,positive,12,False,negative,originalsin,2008,Original Sin
75,positive,86,True,positive,"confess,fletch",2022,"Confess, Fletch"
90,positive,98,True,positive,up,2014,Up
80,positive,66,False,positive,thebookofclarence,2024,The Book of Clarence
85,positive,95,True,positive,lostintranslation,2012,Lost in Translation
62,positive,25,False,negative,thefamilyplan,2023,The Family Plan
84,positive,81,True,positive,molly'sgame,2018,Molly's Game
77,positive,87,True,positive,totallykiller,2023,Totally Killer
94,positive,83,True,positive,blackpanther:wakandaforever,2023,Black Panther: Wakanda Forever
77,positive,72,True,positive,readyplayerone,2018,Ready Player One
92,positive,98,True,positive,zootopia,2016,Zootopia
91,positive,64,False,positive,thewhale,2023,The Whale
91,positive,79,True,positive,blackwidow,2021,Black Widow
94,positive,100,True,positive,threecolors:red,2017,Three Colors: Red
93,positive,100,True,positive,beforesunrise,2008,Before Sunrise
86,positive,95,True,positive,theirishman,2019,The Irishman
40,negative,19,False,negative,starwars:theclonewars,2016,Star Wars: The Clone Wars
96,positive,92,True,positive,pulpfiction,2016,Pulp Fiction
88,positive,77,False,positive,snackshack,2024,Snack Shack
95,positive,91,True,positive,thelordoftherings:thefellowshipofthering,2011,The Lord of the Rings: The Fellowship of the Ring
58,negative,63,False,positive,twister,2010,Twister
92,positive,100,True,positive,toystory,2014,Toy Story
86,positive,99,True,positive,selma,2016,Selma
81,positive,86,True,positive,johnwick,2016,John Wick
82,positive,90,True,positive,thesuicidesquad,2021,The Suicide Squad
75,positive,56,False,negative,manofsteel,2015,Man of Steel
87,positive,100,True,positive,toystory2,2014,Toy Story 2
100,positive,88,False,positive,rememberinggenewilder,2024,Remembering Gene Wilder
95,positive,99,True,positive,thebattleofalgiers,2017,The Battle of Algiers
89,positive,90,True,positive,thedry,2021,The Dry
49,negative,75,False,positive,antrum:thedeadliestfilmevermade,2019,Antrum: The Deadliest Film Ever Made
76,positive,69,False,positive,tenet,2020,Tenet
92,positive,95,True,positive,littlewomen,2019,Little Women
69,positive,53,False,negative,strays,2023,Strays
66,positive,95,True,positive,fittingin,2024,Fitting In
97,positive,100,False,positive,bluegiant,2024,Blue Giant
67,positive,55,False,negative,theageofadaline,2016,The Age of Adaline
88,positive,92,True,positive,theinvisibleman,2020,The Invisible Man
70,positive,72,False,positive,starshiptroopers,2012,Starship Troopers
90,positive,90,True,positive,allquietonthewesternfront,2022,All Quiet on the Western Front
81,positive,85,True,positive,thelastduel,2021,The Last Duel
65,positive,86,True,positive,amostwantedman,2016,A Most Wanted Man
58,negative,70,False,positive,triplefrontier,2019,Triple Frontier
92,positive,100,True,positive,stalker,2017,Stalker
73,positive,43,False,negative,themarshking'sdaughter,2023,The Marsh King's Daughter
,,,False,,thebarkers:mindthecats!,2024,The Barkers: Mind the Cats!
30,negative,5,False,negative,thelastairbender,2012,The Last Airbender
82,positive,51,False,negative,operationfortune:rusedeguerre,2023,Operation Fortune: Ruse de guerre
47,negative,68,False,positive,ocean's8,2018,Ocean's 8
67,positive,92,True,positive,saintmaud,2021,Saint Maud
89,positive,94,True,positive,thetrumanshow,2012,The Truman Show
87,positive,81,True,positive,prisoners,2015,Prisoners
63,positive,69,False,positive,solo:astarwarsstory,2018,Solo: A Star Wars Story
44,negative,60,False,positive,i.s.s.,2024,I.S.S.
85,positive,87,True,positive,sexybeast,2015,Sexy Beast
70,positive,85,True,positive,bridgetoterabithia,2015,Bridge to Terabithia
83,positive,71,False,positive,theking,2019,The King
85,positive,87,True,positive,28dayslater,2014,28 Days Later
77,positive,69,False,positive,shutterisland,2013,Shutter Island
81,positive,85,True,positive,killbill:vol.1,2016,Kill Bill: Vol. 1
90,positive,100,True,positive,thetaleoftheprincesskaguya,2019,The Tale of the Princess Kaguya
94,positive,96,True,positive,theprincessbride,2016,The Princess Bride
70,positive,14,False,negative,expend4bles,2023,Expend4bles
82,positive,76,True,positive,suncoast,2024,Suncoast
86,positive,80,True,positive,patriotsday,2017,Patriots Day
53,negative,50,False,negative,beemovie,2015,Bee Movie
78,positive,68,False,positive,beautifulboy,2019,Beautiful Boy
44,negative,88,True,positive,itcomesatnight,2017,It Comes at Night
67,positive,48,False,negative,thegreatgatsby,2015,The Great Gatsby
83,positive,87,True,positive,kungfupanda,2015,Kung Fu Panda
78,positive,97,True,positive,drivemycar,2022,Drive My Car
81,positive,50,False,negative,thepope'sexorcist,2023,The Pope's Exorcist
95,positive,91,True,positive,spider-man:farfromhome,2019,Spider-Man: Far From Home
92,positive,37,False,negative,rednotice,2021,Red Notice
92,positive,77,True,positive,theprestige,2015,The Prestige
70,positive,92,True,positive,influencer,2023,Influencer
53,negative,76,False,positive,escapefromtheplanetoftheapes,2013,Escape From the Planet of the Apes
60,positive,90,True,positive,thewitch,2016,The Witch
84,positive,85,True,positive,(500)daysofsummer,2013,(500) Days of Summer
59,negative,57,False,negative,she'soutofmyleague,2011,She's Out of My League
87,positive,92,True,positive,spider-man:homecoming,2017,Spider-Man: Homecoming
88,positive,89,True,positive,thebigshort,2016,The Big Short
92,positive,91,True,positive,aquietplacepartii,2021,A Quiet Place Part II
94,positive,77,True,positive,elvis,2022,Elvis
65,positive,36,False,negative,65,2023,65
69,positive,92,True,positive,setitup,2018,Set It Up
71,positive,62,False,positive,crank,2015,Crank
88,positive,83,True,positive,notimetodie,2021,No Time to Die
83,positive,86,True,positive,theconjuring,2013,The Conjuring
58,negative,41,False,negative,cinderella,2021,Cinderella
,,,False,,bloodlinekiller,2024,Bloodline Killer
92,positive,91,True,positive,glassonion:aknivesoutmystery,2022,Glass Onion: A Knives Out Mystery
94,positive,57,False,negative,populartheory,2024,Popular Theory
93,positive,93,True,positive,hiddenfigures,2017,Hidden Figures
45,negative,79,True,positive,captainmarvel,2019,Captain Marvel
85,positive,57,False,negative,transformers,2011,Transformers
63,positive,78,True,positive,greenland,2021,Greenland
53,negative,100,False,positive,midnightpeepshow,2024,Midnight Peepshow
55,negative,65,False,positive,alien:covenant,2017,Alien: Covenant
64,positive,51,False,negative,theamazingspider-man2,2014,The Amazing Spider-Man 2
72,positive,49,False,negative,twilight,2015,Twilight
70,positive,91,True,positive,gerald'sgame,2017,Gerald's Game
46,negative,44,False,negative,thevoyeurs,2021,The Voyeurs
83,positive,56,False,negative,dogman,2024,DogMan
76,positive,75,True,positive,thedevilwearsprada,2013,The Devil Wears Prada
92,positive,86,True,positive,theoutfit,2022,The Outfit
91,positive,76,True,positive,screamvi,2023,Scream VI
42,negative,82,True,positive,highlife,2019,High Life
89,positive,91,True,positive,captainamerica:civilwar,2016,Captain America: Civil War
47,negative,73,True,positive,therental,2020,The Rental
93,positive,98,True,positive,thecrimeismine,2024,The Crime Is Mine
78,positive,96,True,positive,outsidein,2018,Outside In
75,positive,78,True,positive,theplacebeyondthepines,2015,The Place Beyond the Pines
63,positive,29,False,negative,batmanvsuperman:dawnofjustice,2016,Batman v Superman: Dawn of Justice
70,positive,50,False,negative,nowyouseeme,2015,Now You See Me
86,positive,93,True,positive,madmax2:theroadwarrior,2008,Mad Max 2: The Road Warrior
95,positive,95,True,positive,thesilenceofthelambs,2015,The Silence of the Lambs
69,positive,71,False,positive,10thingsihateaboutyou,2014,10 Things I Hate About You
92,positive,84,True,positive,deadpoetssociety,2016,Dead Poets Society
62,positive,22,False,negative,howtodatebillywalsh,2024,How to Date Billy Walsh
64,positive,22,False,negative,darkphoenix,2019,Dark Phoenix
86,positive,94,True,positive,tickled,2017,Tickled
85,positive,25,False,negative,olddads,2023,Old Dads
57,negative,79,True,positive,maestro,2023,Maestro
84,positive,97,True,positive,pig,2021,Pig
95,positive,83,True,positive,seven,2010,Seven
61,positive,93,True,positive,us,2019,Us
51,negative,30,False,negative,heartofstone,2023,Heart of Stone
86,positive,94,True,positive,thelordoftherings:thereturnoftheking,2010,The Lord of the Rings: The Return of the King
95,positive,81,True,positive,thecolorpurple,2024,The Color Purple
47,negative,74,True,positive,butcher'scrossing,2023,Butcher's Crossing
97,positive,95,True,positive,goodfellas,2008,Goodfellas
81,positive,96,True,positive,thefloridaproject,2018,The Florida Project
58,negative,80,True,positive,donjon,2015,Don Jon
91,positive,42,False,negative,pleasedon'tdestroy:thetreasureoffoggymountain,2023,Please Don't Destroy: The Treasure of Foggy Mountain
89,positive,46,False,negative,puppylove,2023,Puppy Love
83,positive,80,True,positive,thewolfofwallstreet,2015,The Wolf of Wall Street
97,positive,100,True,positive,stopmakingsense,2014,Stop Making Sense
91,positive,90,True,positive,theimitationgame,2016,The Imitation Game
83,positive,79,True,positive,thelostcity,2022,The Lost City
61,positive,35,False,negative,americanassassin,2017,American Assassin
91,positive,91,True,positive,themartian,2015,The Martian
73,positive,84,True,positive,asimplefavor,2018,A Simple Favor
80,positive,75,True,positive,cars,2014,Cars
87,positive,0,False,negative,myfault,2023,My Fault
86,positive,80,True,positive,piratesofthecaribbean:thecurseoftheblackpearl,2015,Pirates of the Caribbean: The Curse of the Black Pearl
94,positive,97,True,positive,apocalypsenow,2013,Apocalypse Now
78,positive,96,True,positive,manchesterbythesea,2017,Manchester by the Sea
80,positive,49,False,negative,thepassionofthechrist,2015,The Passion of the Christ
75,positive,96,True,positive,thebansheesofinisherin,2022,The Banshees of Inisherin
76,positive,52,False,negative,thetomorrowwar,2021,The Tomorrow War
89,positive,95,True,positive,traintobusan,2016,Train to Busan
94,positive,98,True,positive,yourname,2018,Your Name
70,positive,62,False,positive,theedge,2013,The Edge
54,negative,48,False,negative,mazerunner:thescorchtrials,2015,Maze Runner: The Scorch Trials
65,positive,47,False,negative,x-men:apocalypse,2016,X-Men: Apocalypse
33,negative,45,False,negative,thepaperboy,2017,The Paperboy
63,positive,85,True,positive,contagion,2013,Contagion
86,positive,57,False,negative,thegreatestshowman,2017,The Greatest Showman
94,positive,78,True,positive,plane,2023,Plane
60,positive,48,False,negative,underwater,2020,Underwater
40,negative,0,False,negative,thepainter,2024,The Painter
79,positive,96,True,positive,blackpanther,2018,Black Panther
48,negative,26,False,negative,mortalengines,2019,Mortal Engines
82,positive,82,True,positive,deepwaterhorizon,2017,Deepwater Horizon
80,positive,40,False,negative,theking'sman,2022,The King's Man
89,positive,61,False,positive,300,2009,300
74,positive,,False,,thegirlonthemountain,2022,The Girl on the Mountain
,,,False,,dufflebagboy,2024,Duffle Bag Boy
66,positive,,False,,unthinkable,2012,Unthinkable
90,positive,91,True,positive,edgeoftomorrow,2015,Edge of Tomorrow
88,positive,89,True,positive,inglouriousbasterds,2015,Inglourious Basterds
93,positive,80,True,positive,thebiglebowski,2015,The Big Lebowski
77,positive,75,True,positive,thehatefuleight,2017,The Hateful Eight
94,positive,95,True,positive,rrr,2022,RRR
86,positive,94,True,positive,moneyball,2013,Moneyball
90,positive,98,True,positive,marceltheshellwithshoeson,2022,Marcel the Shell with Shoes On
90,positive,82,True,positive,leo,2023,Leo
85,positive,95,True,positive,marriagestory,2019,Marriage Story
82,positive,86,True,positive,meganleavey,2017,Megan Leavey
82,positive,88,True,positive,brokebackmountain,2015,Brokeback Mountain
71,positive,66,False,positive,cocainebear,2023,Cocaine Bear
90,positive,96,True,positive,argo,2013,Argo
99,positive,94,True,positive,thewomanking,2022,The Woman King
95,positive,99,True,positive,onthewaterfront,2014,On the Waterfront
63,positive,30,False,negative,passengers,2017,Passengers
51,negative,63,False,positive,spider-man3,2012,Spider-Man 3
,,32,False,negative,nowayup,2024,No Way Up
86,positive,71,False,positive,thefifthelement,2012,The Fifth Element
87,positive,97,True,positive,brooklyn,2016,Brooklyn
49,negative,81,True,positive,madmaxbeyondthunderdome,2008,Mad Max Beyond Thunderdome
87,positive,96,True,positive,thesocialnetwork,2012,The Social Network
95,positive,11,False,negative,redeeminglove,2022,Redeeming Love
84,positive,85,True,positive,it,2017,It
93,positive,100,True,positive,thephiladelphiastory,2008,The Philadelphia Story
78,positive,95,True,positive,spy,2015,Spy
79,positive,65,False,positive,thedevilallthetime,2020,The Devil All the Time
88,positive,38,False,negative,blackadam,2022,Black Adam
65,positive,62,False,positive,ender'sgame,2015,Ender's Game
29,negative,10,False,negative,strictlyconfidential,2024,Strictly Confidential
40,negative,83,True,positive,adastra,2019,Ad Astra
90,positive,99,True,positive,citizenkane,2016,Citizen Kane
84,positive,82,True,positive,theimpossible,2015,The Impossible
46,negative,52,False,negative,conquestoftheplanetoftheapes,2013,Conquest of the Planet of the Apes
82,positive,92,True,positive,theburial,2023,The Burial
81,positive,81,True,positive,fresh,2022,Fresh
82,positive,90,True,positive,district9,2016,District 9
75,positive,80,True,positive,captainamerica:thefirstavenger,2013,Captain America: The First Avenger
96,positive,95,True,positive,thepianist,2016,The Pianist
61,positive,,False,,savageland,2017,Savageland
47,negative,89,True,positive,thekitchen,2024,The Kitchen
67,positive,90,True,positive,mandy,2018,Mandy
58,negative,38,False,negative,x-menorigins:wolverine,2013,X-Men Origins: Wolverine
81,positive,84,True,positive,thehungergames,2016,The Hunger Games
62,positive,74,False,positive,theritual,2018,The Ritual
87,positive,83,False,positive,fastcharlie,2023,Fast Charlie
57,negative,92,True,positive,1922,2017,1922
81,positive,92,True,positive,elcamino:abreakingbadmovie,2019,El Camino: A Breaking Bad Movie
80,positive,87,True,positive,donniedarko,2017,Donnie Darko
79,positive,98,True,positive,moonlight,2017,Moonlight
74,positive,89,True,positive,run,2020,Run
67,positive,90,True,positive,spider-man,2013,Spider-Man
72,positive,73,False,positive,megamind,2015,Megamind
21,negative,31,False,negative,fearthenight,2023,Fear the Night
90,positive,87,True,positive,thedarkknightrises,2014,The Dark Knight Rises
54,negative,57,False,negative,shrekforeverafter,2015,Shrek Forever After
90,positive,75,True,positive,lastnightinsoho,2021,Last Night in Soho
71,positive,92,True,positive,devilinabluedress,2016,Devil in a Blue Dress
97,positive,96,True,positive,"thegodfather,partii",2012,"The Godfather, Part II"
85,positive,68,False,positive,luther:thefallensun,2023,Luther: The Fallen Sun
94,positive,91,True,positive,thedeparted,2008,The Departed
78,positive,79,True,positive,"crazy,stupid,love.",2016,"Crazy, Stupid, Love."
